,sentence,location_list,type_list,error_list
24563,好，在这里呆一会，看看有没有人到这里来喝水。,"d.t.u.d.c.a.s.t.Sentence(begin=58, end=80)",0,0
24564,过了一会儿，B和尚到这里{CJX}来，他觉得非常渴，想喝点儿水解解渴。,"d.t.u.d.c.a.s.t.Sentence(begin=80, end=115)",0,0
24565,不过，出乎他的意料，{CD在}这里没有水。,"d.t.u.d.c.a.s.t.Sentence(begin=115, end=136)",0,0
24566,他觉得非常奇怪，平时{CJ-zy都}在这里喝水，今天怎么回事儿？,"d.t.u.d.c.a.s.t.Sentence(begin=136, end=168)",0,0
24567,呆了一会儿，有一个陌生的和尚出现在B和尚的前边，跟B和尚说：“这是我的水，你不要随便地喝{CJ+by水}，好吗？”,"d.t.u.d.c.a.s.t.Sentence(begin=168, end=225)",0,0
24568,B和尚回答：“这是我的水，你千万不要喝我的。,"d.t.u.d.c.a.s.t.Sentence(begin=225, end=247)",0,0
24569,[BC，]你天天到这里来喝水，所以，就没有[C]我的{CQ了}，快走开！”,"d.t.u.d.c.a.s.t.Sentence(begin=247, end=284)",0,0
24570,因此，他们吵架{CLH}。,"d.t.u.d.c.a.s.t.Sentence(begin=284, end=297)",0,0
24571,在他们吵架的时候，C和尚也到这里来了[BQ。],"d.t.u.d.c.a.s.t.Sentence(begin=297, end=320)",0,0
24572,他嗓子冒烟，想喝水，但是没有水。,"d.t.u.d.c.a.s.t.Sentence(begin=320, end=336)",0,0
24573,前边有两个和尚吵架，他仔细听{CQ了}他们的话，就知道他们渴水{CJba}，所以[BD，]没有水了。,"d.t.u.d.c.a.s.t.Sentence(begin=336, end=386)",0,0
24574,他立即跟他们说：“你们不要喝我的{CJ-zxy水}[BQ。]”,"d.t.u.d.c.a.s.t.Sentence(begin=386, end=417)",0,0
24575,[BD。],"d.t.u.d.c.a.s.t.Sentence(begin=417, end=422)",0,0
24576,他们回答：“你不要喝，好吗？”,"d.t.u.d.c.a.s.t.Sentence(begin=422, end=437)",0,0
24577,[BD。],"d.t.u.d.c.a.s.t.Sentence(begin=437, end=442)",0,0
24578,因此，他三个人吵架，吵个没完没了。,"d.t.u.d.c.a.s.t.Sentence(begin=442, end=459)",0,0
24579,大家都以为三个和尚一起考虑[F慮]会{CC而}解决这个问题，但是……[BD。],"d.t.u.d.c.a.s.t.Sentence(begin=459, end=498)",1,{CC而}
24580,因此都失望了。,"d.t.u.d.c.a.s.t.Sentence(begin=498, end=505)",0,0
24581,"（151Z）（153Z）""}","d.t.u.d.c.a.s.t.Sentence(begin=505, end=519)",0,0
24582,我的家是个[F個]大家族，父母亲[F親]非常重视[F視]祖先的恩德，我受到他们的影响[B向]{CJ+zhuy我}也尊[C]敬祖先。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=65)",0,0
24583,[BC，]但是跟父母亲[F親]对[F對]话时{CC中}，{CD不知不觉地{CC得}}他们可能不了解我的想法或感觉。,"d.t.u.d.c.a.s.t.Sentence(begin=65, end=122)",0,0
24584,[BC，]我有的时候这[F這]样[F樣]想，长[F長]辈[F輩]跟晚辈[F輩]好像有代沟，我想为了消除代沟的问题最好的方法{CD是}可能是互相认识和努力吧！,"d.t.u.d.c.a.s.t.Sentence(begin=122, end=200)",0,0
24585,其实[F實]我的家有很多问题，父亲[F親]发[F發]生车祸以后[C]家里[F裏]情况越来越不好。,"d.t.u.d.c.a.s.t.Sentence(begin=200, end=248)",0,0
24586,[BC，]我是老大，所以大学毕[F畢]业[F業]以后[F後]，没有考虑[F慮]的时间，就找了工作，是给[C]中国[F國]女工人教韩[F韓]国[F國]话[F話]的{CJshb}{CJsd}。,"d.t.u.d.c.a.s.t.Sentence(begin=248, end=342)",0,0
24587,教国[F國]语是很有意[C]思的，但这[F這]样[F樣]{CQ的}工作我很不满意{CC2满[F滿]}的。,"d.t.u.d.c.a.s.t.Sentence(begin=342, end=394)",0,0
24588,[BC，]{CP因为不工作不行，常常想{CC1怀疑}{CJX}我为什么来[F來]这[F這]儿[F兒]工作呢？,"d.t.u.d.c.a.s.t.Sentence(begin=394, end=448)",0,0
24589,P}可是我不敢说{CJX}对父母亲[F親]我不喜[C]欢{CQ在}那里[F裏]工作。,"d.t.u.d.c.a.s.t.Sentence(begin=448, end=490)",0,0
24590,[BC，]现[F現]实跟理想是{CJX}常常有距离[F離]{CJsd}，理想是合理的，我相信[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=490, end=540)",0,0
24591,[BC，]虽[F雖]然我们面前有很多困难，但我们应[F應]该克服困难{CC突确[F確]困意}。,"d.t.u.d.c.a.s.t.Sentence(begin=540, end=587)",0,0
24592,我想长[F長]辈[F輩][D子]很需要说话的对象，晚辈得{CD要}去听他们的话[F話]。,"d.t.u.d.c.a.s.t.Sentence(begin=587, end=631)",0,0
24593,[BC，]晚辈{CQ可以}从[F從]长[F長]辈[F輩]那里学到很多东西，做人的道理[BD，]等等。,"d.t.u.d.c.a.s.t.Sentence(begin=631, end=681)",0,0
24594,[BC、]他们的经[F經]验是很珍贵的。,"d.t.u.d.c.a.s.t.Sentence(begin=681, end=701)",0,0
24595,真的[B得]有时候，感[C]觉[F覚]到长[F長]辈[F輩]的心事。,"d.t.u.d.c.a.s.t.Sentence(begin=701, end=735)",0,0
24596,可以想象{CC了解}现在的年轻人过了{CJ-dy很长}时间以后，变[C]成长[F長]辈[F輩]，才{CC1也是}可能体会到长[F長]辈[F輩]的困难。,"d.t.u.d.c.a.s.t.Sentence(begin=735, end=810)",1,{CC1也是}
24597,谢谢。,"d.t.u.d.c.a.s.t.Sentence(begin=810, end=813)",0,0
24598,"(106C)(151Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=813, end=827)",0,0
24599,我一年以前看过{CJX}在电视里这个故事。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=21)",0,0
24600,看完了后，我{CQ的}心得{CD就}是这样{CJsd}。,"d.t.u.d.c.a.s.t.Sentence(begin=21, end=49)",1,{CD就}
24601,在一些{CD座}庙里，只有一个和尚的时候，他只能依靠自己的力量，所以，他每天都要到山底[C]下自己认真挑水喝。,"d.t.u.d.c.a.s.t.Sentence(begin=49, end=104)",0,0
24602,"但后来又来了一个和尚,当然，两个人一起{CD共同}挑水比一个人做方便得多。","d.t.u.d.c.a.s.t.Sentence(begin=104, end=141)",0,0
24603,{CJ-zhuy这}就是协作{CC协调}的道理{CC原[C]理}。,"d.t.u.d.c.a.s.t.Sentence(begin=141, end=174)",0,0
24604,后来又来了第三个和尚，大家都希望别人去山下抬水[B下]，于是，人多了，反而没有水喝了。,"d.t.u.d.c.a.s.t.Sentence(begin=174, end=217)",0,0
24605,那么，为什么{CJ-sy出现}这样{CQ的}结果呢？,"d.t.u.d.c.a.s.t.Sentence(begin=217, end=243)",0,0
24606,都在于{CC2在}人{CC1人间}的本性。,"d.t.u.d.c.a.s.t.Sentence(begin=243, end=264)",0,0
24607,这个故事虽然比较久远{CC以前}的{CJsd}，但是给我们启示{CC教训}很大。,"d.t.u.d.c.a.s.t.Sentence(begin=264, end=304)",0,0
24608,目前，现代[C]社会越来越复[F復]杂，人口越来越多了，所以{CJ+dy会发生的}比较麻烦的事情日益增加。,"d.t.u.d.c.a.s.t.Sentence(begin=304, end=357)",0,0
24609,世界上一切{CD所有}的人在自己内{CQ心}里面{CC面里}有{CC具有}一种{CQ的}利己心。,"d.t.u.d.c.a.s.t.Sentence(begin=357, end=405)",0,0
24610,我们都知道按劳动分利益是过去{CC2过}生活当中最基本的原则。,"d.t.u.d.c.a.s.t.Sentence(begin=405, end=436)",0,0
24611,不过，有的人把某种权力事情不正当地利用{CJX}为自己的利益。,"d.t.u.d.c.a.s.t.Sentence(begin=436, end=467)",0,0
24612,不考虑[L]别人的立场。,"d.t.u.d.c.a.s.t.Sentence(begin=467, end=479)",0,0
24613,自己不努力工作，却希望别人给他带来{CD什么}利益。,"d.t.u.d.c.a.s.t.Sentence(begin=479, end=505)",0,0
24614,为什么有的时候，我们应该{CD想}不{CD是}为了{CJX}只自己的利益，而是一定为{CC1做为}别人，社会，国家，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=505, end=568)",0,0
24615,那就是在现代社会中{CC上}，我们应该做的。,"d.t.u.d.c.a.s.t.Sentence(begin=568, end=590)",0,0
24616,"（150W）（156Y）""}","d.t.u.d.c.a.s.t.Sentence(begin=590, end=604)",0,0
24617,父母与子女之间经常发生沟通不了的问题而产生不愉快的事情[C]。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=31)",0,0
24618,为什么呢？,"d.t.u.d.c.a.s.t.Sentence(begin=31, end=36)",0,0
24619,我这个当晚辈的来看，原因{CJ+sy是}如下：[BC，]以自己为中心的思考方式是最大的原因之一。,"d.t.u.d.c.a.s.t.Sentence(begin=36, end=84)",0,0
24620,长辈们都认为晚辈们都不懂事，[BC、]不考虑[F慮]别人的存在，说[F說]他们没有礼貌。,"d.t.u.d.c.a.s.t.Sentence(begin=84, end=128)",0,0
24621,[BC，]这[F這]样的话[F話]呢，[BD‘]孔子[BD’]也说[F說]过。,"d.t.u.d.c.a.s.t.Sentence(begin=128, end=167)",0,0
24622,可晚辈们认为长辈们不尊重他们的想法，老强迫他们听长辈们话。,"d.t.u.d.c.a.s.t.Sentence(begin=167, end=196)",0,0
24623,这样互相不了解[C]对方的看法而产生很多的矛[B茅]盾。,"d.t.u.d.c.a.s.t.Sentence(begin=196, end=224)",0,0
24624,那怎样解[C]决[F決]这[F這]个艰巨的问题？,"d.t.u.d.c.a.s.t.Sentence(begin=224, end=248)",0,0
24625,我的想法如下。,"d.t.u.d.c.a.s.t.Sentence(begin=248, end=255)",0,0
24626,他们都要{CQ以}易地思之的态度来对待对方。,"d.t.u.d.c.a.s.t.Sentence(begin=255, end=277)",1,{CQ以}
24627,按父母的看法{CD来看}，子女们不听话、难[C]以管教。,"d.t.u.d.c.a.s.t.Sentence(begin=277, end=305)",0,0
24628,但，子女们都有自己的想法。,"d.t.u.d.c.a.s.t.Sentence(begin=305, end=318)",0,0
24629,无论这些想法是对的还是错的，{CJ-zhuy父母}都{CC也}应该努力了解[C]这些新的想法。,"d.t.u.d.c.a.s.t.Sentence(begin=318, end=365)",0,0
24630,长辈们年轻的时候也被父母说[F說]过了。,"d.t.u.d.c.a.s.t.Sentence(begin=365, end=385)",0,0
24631,那时他们也会跟现[F現]在他们的子女一样想的。,"d.t.u.d.c.a.s.t.Sentence(begin=385, end=408)",0,0
24632,所以父母不必认为他们的看法是完全对的。,"d.t.u.d.c.a.s.t.Sentence(begin=408, end=427)",0,0
24633,管子女要讲道理[BQ，]先做好模范才能说[F說]服子女们{CD的}。,"d.t.u.d.c.a.s.t.Sentence(begin=427, end=461)",0,0
24634,晚辈们呢？,"d.t.u.d.c.a.s.t.Sentence(begin=461, end=466)",0,0
24635,要充分地考虑父母的意见。,"d.t.u.d.c.a.s.t.Sentence(begin=466, end=478)",0,0
24636,因[C]为父母的忠告都是从父母的经验{CD而出}来的。,"d.t.u.d.c.a.s.t.Sentence(begin=478, end=505)",0,0
24637,所以很可能大多{CD是}地方有道理。,"d.t.u.d.c.a.s.t.Sentence(begin=505, end=523)",0,0
24638,子女们的确缺少很深的考虑[F慮]和经验，如果[B过]把父母的话听进[F進]去的话[F話]对他们的生活会有很多帮助。,"d.t.u.d.c.a.s.t.Sentence(begin=523, end=580)",0,0
24639,总而言之，父母和子女之间的代沟问题都在他们的身上。,"d.t.u.d.c.a.s.t.Sentence(begin=580, end=605)",0,0
24640,各自下功夫去努力了解[C]对方的立场就不会引起那么大的矛盾{CC毛病}的。,"d.t.u.d.c.a.s.t.Sentence(begin=605, end=642)",0,0
24641,反正父母要喜爱子女，子女要孝顺父母！,"d.t.u.d.c.a.s.t.Sentence(begin=642, end=660)",0,0
24642,"(106C)(151Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=660, end=674)",0,0
24643,[BD《]由“三个和尚没水喝”想到的……[BD》]我读完了这个短文“三个和尚没水喝”以后感到现在社会里有很多跟这个情况差不多的事。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=65)",0,0
24644,每个人都觉得自己很有本事和才干，有些人过于骄傲。,"d.t.u.d.c.a.s.t.Sentence(begin=65, end=89)",0,0
24645,在一个人的时候，大部分都{CJX}事干得很好{CJba}。,"d.t.u.d.c.a.s.t.Sentence(begin=89, end=118)",0,0
24646,可是，跟别人一起做事的时候，反而干得马马虎虎、拖拖拉拉的。,"d.t.u.d.c.a.s.t.Sentence(begin=118, end=147)",0,0
24647,我是这么想的。,"d.t.u.d.c.a.s.t.Sentence(begin=147, end=154)",0,0
24648,遇到某一种困难的时候，人要更忍让宽容一些，而且，大家都要{CC1非得}想办法去解决那些{CC有些}困难。,"d.t.u.d.c.a.s.t.Sentence(begin=154, end=206)",1,{CC1非得}
24649,发展{CC2走}到极端{CD的}情况{CJX}的时候，人才想办法处理某种困难。,"d.t.u.d.c.a.s.t.Sentence(begin=206, end=245)",0,0
24650,这样的坏习惯{CC习性}{CQ应该}赶[F趕]快去除{CJ+buy掉}，不然的话，会影响到社会各方面，没有好的{CJ-zxy影响}，只有坏的。,"d.t.u.d.c.a.s.t.Sentence(begin=245, end=316)",0,0
24651,在一座高山上的一座庙里，有三个和尚，大家都希望别人去山下抬水，后来，没有水喝了。,"d.t.u.d.c.a.s.t.Sentence(begin=316, end=356)",0,0
24652,在这样的情况下{CC上}，三个和尚{CQ该}一起想个办法，怎么能解决这个问题{CC情况}。,"d.t.u.d.c.a.s.t.Sentence(begin=356, end=401)",0,0
24653,如果我是其中{CC2个}一个和尚，{CQ会}先说“{CJ-zhuy我}有个好主意”[BQ，]然后，继续说“[BC，]大家都到山底下挖一口{CC个}井吧[BQ”]。,"d.t.u.d.c.a.s.t.Sentence(begin=401, end=482)",0,0
24654,这样做才能解决这个困难。,"d.t.u.d.c.a.s.t.Sentence(begin=482, end=494)",0,0
24655,"(105D)(151Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=494, end=508)",0,0
24656,由“三个和尚没水喝”想到的人们的弱点人们{CJ+sy是}原来不是{CJ-zy很}强，而是很弱的动物。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=50)",0,0
24657,就是说，生活中我们应该靠别人。,"d.t.u.d.c.a.s.t.Sentence(begin=50, end=65)",0,0
24658,大部分的人把这个靠别人的办法或者意思误解{CQ了}；大部分的人轻易地采取简单的办法。,"d.t.u.d.c.a.s.t.Sentence(begin=65, end=107)",0,0
24659,举个例子，[BC；]如果生活中干有的事情时，感觉麻烦[C]的话，有一些人不敢自己干，就是靠别人，让别人干这个事情。,"d.t.u.d.c.a.s.t.Sentence(begin=107, end=164)",0,0
24660,这个阅读短文中也有例子：[BC；]“大家都希望别人去山下抬水，于是，人多了，反而没有水喝了。”,"d.t.u.d.c.a.s.t.Sentence(begin=164, end=211)",0,0
24661,这篇{CC个}文章体现{CC表示}{CQ了}靠别人的趋势。,"d.t.u.d.c.a.s.t.Sentence(begin=211, end=240)",0,0
24662,这篇{CC个}文章{CJ-zy还}说明{CC表示}{CQ了}另外一个问题{CC事情}，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=240, end=288)",0,0
24663,{CJ+zhuy这个意思}{CJ-zy就}是我们在{CC过}生活中不会坚[F堅]持自己的意见、看法。,"d.t.u.d.c.a.s.t.Sentence(begin=288, end=338)",1,{CJ-zy就}
24664,举个例子吧，[BC；]如果我们会坚[F堅]持自己的意见、看法的话，周围的事情不{CQ会}对{CC让}自己的心情有影响。,"d.t.u.d.c.a.s.t.Sentence(begin=338, end=397)",0,0
24665,因为我们不会坚[F堅]持自己的意见、看法，所以周围的事情对我们的心情有很大的影响。,"d.t.u.d.c.a.s.t.Sentence(begin=397, end=438)",0,0
24666,这个阅读短文也体现{CC表示}{CQ了}这个趋势。,"d.t.u.d.c.a.s.t.Sentence(begin=438, end=463)",0,0
24667,{CP如果一部分的人{CJ+zy也}自己去抬水的话，结果{CJ+sy是}不{CQ会}是这样的，[BC。],"d.t.u.d.c.a.s.t.Sentence(begin=463, end=515)",0,0
24668,可是有{CC是}水喝。,"d.t.u.d.c.a.s.t.Sentence(begin=515, end=526)",0,0
24669,P}总之，我们生活中应该怎么办？,"d.t.u.d.c.a.s.t.Sentence(begin=526, end=542)",0,0
24670,第一，不要轻易地靠别人。,"d.t.u.d.c.a.s.t.Sentence(begin=542, end=554)",0,0
24671,自己的事情应该靠{CC管}自己。,"d.t.u.d.c.a.s.t.Sentence(begin=554, end=570)",0,0
24672,第二[BQ，]我们应该坚[F堅]持自己的意见、看法、态度。,"d.t.u.d.c.a.s.t.Sentence(begin=570, end=599)",0,0
24673,第三，我们应该有对别人{CJX}温和{CC温柔}的态度{CC心情}。,"d.t.u.d.c.a.s.t.Sentence(begin=599, end=633)",0,0
24674,生活中遇到困难的话，我们应该要互相帮助。,"d.t.u.d.c.a.s.t.Sentence(begin=633, end=653)",0,0
24675,"(105D)(151Z)""}","d.t.u.d.c.a.s.t.Sentence(begin=653, end=667)",0,0
24676,“人生最重要的是智慧，要做一个有智[B知]慧的人。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=25)",0,0
24677,他的心胸和视[F視]野是开阔的，他的思维[F維][BD，]不存在「绝[F絕]对」的观[F覌]念。”,"d.t.u.d.c.a.s.t.Sentence(begin=25, end=74)",0,0
24678,这[F這]是一位高中老师在毕[F畢]业典礼上给[F給]我们的一句话[F話]。,"d.t.u.d.c.a.s.t.Sentence(begin=74, end=112)",0,0
24679,当年，{CQ对于}浸溺在玩乐中的我而言，是一句很有哲理，可是不能领[F領]会的“禅语[F語]”。,"d.t.u.d.c.a.s.t.Sentence(begin=112, end=160)",0,0
24680,如今，进入{CC出来}社会工作仅[F僅]仅[F僅]一载，却让我渐渐体悟{CQ到}之中的道理{CJZR}。,"d.t.u.d.c.a.s.t.Sentence(begin=160, end=212)",0,0
24681,在工作上，我们会遇到许[F許]许[F許]多多不同类[F類]型的人，每个人的思想、观[F覌]念、价值观和性格都有很大的差异[F異]。,"d.t.u.d.c.a.s.t.Sentence(begin=212, end=277)",0,0
24682,[BC，]因此，在工作{CQ中}常会{CJ-sy有}意见[F見]纷[F紛]争、[BC，]不协调、[BC，]不合作和冲突等情况[BQ，]使工作无[F無]法开展{CC推展}。,"d.t.u.d.c.a.s.t.Sentence(begin=277, end=362)",0,0
24683,我是一个处在组[F組]织[F織]中层的行政人员[F員]，常遇上以上类似的事情[BD，]而困扰不已。,"d.t.u.d.c.a.s.t.Sentence(begin=362, end=411)",0,0
24684,{CP但[BD，]一年下来，在工作上的人际关系[F係]和工作上的表现[F現]，老师的话[F話]常浮现[F現]，不断地{CC的}激励[F勵]自己，使我能在这[F這]岗位上持续[F續]的发展{CC发揮}。,"d.t.u.d.c.a.s.t.Sentence(begin=411, end=511)",0,0
24685,P}智慧是需[B須]要人生磨炼[F煉]锤炼[F煉]{CJsd}，当我们用一个更广阔{CC阔廣}的心去[BD，]看待人[BQ、]事物的时候，你会发现[F現]因为[F為]环境的不同所以创[F創]造{CQ出来}不同的人{CQ和}事物，而且可以被接受。,"d.t.u.d.c.a.s.t.Sentence(begin=511, end=633)",1,{CQ和}
24686,当我们接受他人的一切时，在你面前，你会发现[F現]有更多广阔{CC阔廣}的道路迎面而来，而你的智慧就愈变{CQ愈}丰硕[F碩]。,"d.t.u.d.c.a.s.t.Sentence(begin=633, end=697)",0,0
24687,现[F現]在，秉着这[F這]个信念，我在冲突中变得更有耐心、毅力和信心去迎接挑战。,"d.t.u.d.c.a.s.t.Sentence(begin=697, end=738)",0,0
24688,"（148L）(152L)""}","d.t.u.d.c.a.s.t.Sentence(begin=738, end=752)",0,0
24689,传说古时候，在一座高山上的一座庙里，有一个和尚，他每天都要到山底下自己挑水喝。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=39)",0,0
24690,[BC，]后来又来了一个和尚，于是两个人就抬水喝。,"d.t.u.d.c.a.s.t.Sentence(begin=39, end=64)",0,0
24691,后来又来了第三个和尚，大家都希望别人去山下抬水，结果{CC于是}，人多了，反而没有水喝了。,"d.t.u.d.c.a.s.t.Sentence(begin=64, end=109)",1,{CC于是}
24692,此事被庙里的主持知道了，便想了一个办法[BQ，]让{CC便到}所有的和尚都不再需[B须]要下山去抬水喝了。,"d.t.u.d.c.a.s.t.Sentence(begin=109, end=162)",0,0
24693,主持把所有的和尚都召到大厅{CD上}，端正地{CC的}坐在上座对所有的和尚说：“本人年纪已大了，已不久{CQ于}人世了，所以此主持的位子也将传给{CC由}你们这一代了。,"d.t.u.d.c.a.s.t.Sentence(begin=162, end=246)",0,0
24694,不过，当主持可要有些本领。”,"d.t.u.d.c.a.s.t.Sentence(begin=246, end=260)",0,0
24695,和尚们听了都急着问：“需[B须]要有哪些本领？”,"d.t.u.d.c.a.s.t.Sentence(begin=260, end=284)",0,0
24696,主持说：“山上缺水，如果有{CQ人}[D许]能在山上建起一口井，井里的水可供全庙的人使用，便可当主持。”,"d.t.u.d.c.a.s.t.Sentence(begin=284, end=336)",0,0
24697,和尚们听了之后，便纷纷在庙周围挖掘，以便挖出{CC做出}一口井。,"d.t.u.d.c.a.s.t.Sentence(begin=336, end=368)",0,0
24698,三天后，和尚们的努力终于使{CD到}庙的周围出现了不少口井，井里都装满了水。,"d.t.u.d.c.a.s.t.Sentence(begin=368, end=406)",0,0
24699,[BC，]和尚们便再次地{CC的}集合在大厅等待主持的到来。,"d.t.u.d.c.a.s.t.Sentence(begin=406, end=436)",0,0
24700,当主持一来，和尚们便争先恐后的向主持报告井已建{CC掘}好了。,"d.t.u.d.c.a.s.t.Sentence(begin=436, end=467)",0,0
24701,主持很生气地{CC的}将所有和尚打落在地上，并要他们长跪。,"d.t.u.d.c.a.s.t.Sentence(begin=467, end=496)",0,0
24702,主持说：“佛家之道，告诉我们不计较得失，而你们却为了私人利益而无人下山去抬水。,"d.t.u.d.c.a.s.t.Sentence(begin=496, end=535)",0,0
24703,佛学也说到，应该尽孝道，你们听闻主持之位将让出才去挖{CC掘}井，尽有{CC既有}孝道。”,"d.t.u.d.c.a.s.t.Sentence(begin=535, end=580)",0,0
24704,此时，所有和尚才悟出佛学之道，并自罚长期为佛家传道。,"d.t.u.d.c.a.s.t.Sentence(begin=580, end=606)",0,0
24705,从此，庙里{CJ-sy有}再多的人也不怕无水喝{CQ了}，佛家之道也因此传遍天下。,"d.t.u.d.c.a.s.t.Sentence(begin=606, end=647)",0,0
24706,"(101F)(155J)""}","d.t.u.d.c.a.s.t.Sentence(begin=647, end=661)",0,0
24707,{CQ在}每个[F個]人的一生{CD生命}中，都会[F會]遇到不少困难[F難]挫折，而每个[F個]人都会[F會]用不同的态[F態]度去面对[F對]。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=74)",0,0
24708,但因每次{CC個}挫折{CJ-zy都}会令人有更多的不同经[F經]历[F歷]和体[F體]验[F驗]，所以每个[F個]挫折都要勇敢去面对[F對]。,"d.t.u.d.c.a.s.t.Sentence(begin=74, end=146)",0,0
24709,以下{CC从[F從]下}是我的小小经[F經]历[F歷]。,"d.t.u.d.c.a.s.t.Sentence(begin=146, end=174)",0,0
24710,我在十九岁[F歲]的时[F時]候，参[F參]加{CQ了}香港考试[F試]局的公开[F開]考试[F試]。,"d.t.u.d.c.a.s.t.Sentence(begin=174, end=225)",0,0
24711,因我在各科都准[F準]备[F備]不足，而进[F進]到考场{CC2考試市场[F場]}又觉[F覺]得害怕，所以出来[F來]的成绩[F績]不大好。,"d.t.u.d.c.a.s.t.Sentence(begin=225, end=295)",0,0
24712,经[F經]过[F過]这[F這]次挫折后[F後]，我没有{CJ-wy去}高中读[F讀]，只有重读[F讀]中五或重考那个[F個]公开[F開]试[F試]，结[F結]果我选[F選]择[F擇]了后[F後]者，这[F這]次我准[F準]备[F備]得很充足，但是事与[F輿]愿[F願]违[B爲]，那年的公开[F開]试[F試]很难[F難]，虽[F雖]然准[F準]备[F備]充足，但是都未能取得{CC除得}好成绩[f績]，接着{CC跟着}我就收拾心情，来[F來]到墨而[F爾]本，继[F繼]续[F績]我的读[F讀]书[F書]生涯。,"d.t.u.d.c.a.s.t.Sentence(begin=295, end=550)",0,0
24713,到了这，{CQ也}不都{CC都不}是处[F處]处[F處]顺[F順]利，因生活习[F習]惯[F慣]和文化都和香港大有不同。,"d.t.u.d.c.a.s.t.Sentence(begin=550, end=610)",0,0
24714,每每做事和读[F讀]书[F書]都是缚[F縛]手缚[F縛]脚{CJsd}，比如{CC好像}读[F讀]书[F書]方面，两[F兩]地的学[F學]习[F習]气[F氣]氛和方式都不同。,"d.t.u.d.c.a.s.t.Sentence(begin=610, end=697)",0,0
24715,每每都不能得心应[F應]手，遇[B過]到很多次的失败[F敗]。,"d.t.u.d.c.a.s.t.Sentence(begin=697, end=728)",0,0
24716,但是我没有怨天尤人，因为[F爲]人生的道路很{CC多}漫长[F長]，再{CC更}加上人生的不如意事十常八九，不要因一时[F時]的挫折而放弃[F棄]，应[F應]该[F該]从[F從]挫折中吸取教训[F訓]，提醒{CC提省}自己再遇同类[F類]事情时[F時]，不要重蹈覆辙地{CC的}犯同样[F樣]的错[F錯]误[F誤]。,"d.t.u.d.c.a.s.t.Sentence(begin=728, end=886)",1,{CC更}
24717,{CP而遇到大挫折时[F時]，要懂得从头再来[F來]，因为[F爲]年青人有的是时[F時]间[F間]，怕什么[F麽]挫折，因人生漫漫。,"d.t.u.d.c.a.s.t.Sentence(begin=886, end=952)",0,0
24718,P}最后[F後]，人生的道路是漫长[F長]的，不要因一时[F時]的挫折而一蹶不振，应[F應]勇往向{CC下}前，开[F開]辟[F闢]一条[F條]给[F給]自己的康庄[F荘]大道。,"d.t.u.d.c.a.s.t.Sentence(begin=952, end=1041)",0,0
24719,"（164S）(150W)""}","d.t.u.d.c.a.s.t.Sentence(begin=1041, end=1055)",0,0
24720,对我影响最大的一个人是我的母亲。,"d.t.u.d.c.a.s.t.Sentence(begin=0, end=16)",0,0
24721,世界上最伟大{CC2大}的是母亲的爱{CC1爱情}。,"d.t.u.d.c.a.s.t.Sentence(begin=16, end=42)",0,0
24722,我母亲的这{CC前}一辈[F輩]子不是非常幸福。,"d.t.u.d.c.a.s.t.Sentence(begin=42, end=66)",0,0
24723,第二次世界大战中，[BC、]我母亲在北京出生的{CJsd}。,"d.t.u.d.c.a.s.t.Sentence(begin=66, end=96)",0,0
24724,因为我的祖父母在北京生活过十几年。,"d.t.u.d.c.a.s.t.Sentence(begin=96, end=113)",0,0
24725,当时，[BC、]他们在王府井开一个大公司，[BC、]可以说有钱人{CJs}。,"d.t.u.d.c.a.s.t.Sentence(begin=113, end=151)",0,0
24726,但是，[BC、]战争后就应该回国了。,"d.t.u.d.c.a.s.t.Sentence(begin=151, end=169)",0,0
24727,妈妈还小，[BC、]{CQ才}五岁{CD了}。,"d.t.u.d.c.a.s.t.Sentence(begin=169, end=192)",0,0
24728,回日本去后，[BC、]他们没钱了。,"d.t.u.d.c.a.s.t.Sentence(begin=192, end=209)",0,0
24729,妈妈是独生子，[BC、]独立心太强了。,"d.t.u.d.c.a.s.t.Sentence(begin=209, end=228)",0,0
24730,她一边工作，[BC、]一边学习{CJ+buy下去}，[BC、]最后高中毕业了。,"d.t.u.d.c.a.s.t.Sentence(begin=228, end=267)",0,0
24731,毕业后，[BC、]她在一个中国菜餐[C]厅工作{CQ了}一段时间，[BC、]后来她在京都开{CQ了}个中餐[C]厅{CD了}。,"d.t.u.d.c.a.s.t.Sentence(begin=267, end=330)",0,0
24732,这餐[C]厅开了差不多十几年就关闭了，[BC、]因为妈妈将来不想继续这个工作。,"d.t.u.d.c.a.s.t.Sentence(begin=330, end=369)",0,0
